Move In,In Time,Move Out,Out Time,Stay Duration
5274,2025-06-13 10:13,5274,2025-06-13 10:13,3.27
5275,2025-06-13 10:14,5275,2025-06-13 10:14,4.7
5276,2025-06-13 10:14,5276,2025-06-13 10:14,1.4
5277,2025-06-13 10:14,5277,2025-06-13 10:14,1.05
5278,2025-06-13 10:15,5278,2025-06-13 10:15,4.63
5279,2025-06-13 10:16,5279,2025-06-13 10:16,4.16
5280,2025-06-13 10:16,5280,2025-06-13 10:16,3.47
5281,2025-06-13 10:17,5281,2025-06-13 10:17,2.69
5282,2025-06-13 10:18,5282,2025-06-13 10:18,3.85
5283,2025-06-13 10:18,5283,2025-06-13 10:18,2.53
5284,2025-06-13 10:19,5284,2025-06-13 10:19,3.93
5285,2025-06-13 10:19,5285,2025-06-13 10:19,4.95
5286,2025-06-13 10:21,5286,2025-06-13 10:21,1.87
5287,2025-06-13 10:21,5287,2025-06-13 10:21,2.25
5288,2025-06-13 10:22,5288,2025-06-13 10:22,4.66
5289,2025-06-13 10:22,5289,2025-06-13 10:22,1.62
5290,2025-06-13 10:23,5290,2025-06-13 10:23,2.84
5291,2025-06-13 10:23,5291,2025-06-13 10:23,2.65
5292,2025-06-13 10:23,5292,2025-06-13 10:23,1.4
5293,2025-06-13 10:24,5293,2025-06-13 10:24,2.12
5294,2025-06-13 10:24,5294,2025-06-13 10:24,3.2
5295,2025-06-13 10:25,5295,2025-06-13 10:25,1.51
5296,2025-06-13 10:25,5296,2025-06-13 10:25,4.82
5297,2025-06-13 10:25,5297,2025-06-13 10:25,3.02
5298,2025-06-13 10:26,5298,2025-06-13 10:26,2.19
5299,2025-06-13 10:26,5299,2025-06-13 10:26,2.19
5300,2025-06-13 10:26,5300,2025-06-13 10:26,3.23
5301,2025-06-13 10:27,5301,2025-06-13 10:27,4.39
5302,2025-06-13 10:27,5302,2025-06-13 10:27,3.31
5303,2025-06-13 10:29,5303,2025-06-13 10:29,3.54
5304,2025-06-13 10:29,5304,2025-06-13 10:29,4.82
5305,2025-06-13 10:29,5305,2025-06-13 10:29,2.9
5306,2025-06-13 10:30,5306,2025-06-13 10:30,3.35
5307,2025-06-13 10:31,5307,2025-06-13 10:31,2.91
5308,2025-06-13 10:31,5308,2025-06-13 10:31,3.38
5309,2025-06-13 10:32,5309,2025-06-13 10:32,4.02
5310,2025-06-13 10:32,5310,2025-06-13 10:32,2.88
5311,2025-06-13 10:33,5311,2025-06-13 10:33,4.8
5312,2025-06-13 10:35,5312,2025-06-13 10:35,3.85
5313,2025-06-13 10:35,5313,2025-06-13 10:35,4.86
5314,2025-06-13 10:36,5314,2025-06-13 10:36,3.64
5315,2025-06-13 10:36,5315,2025-06-13 10:36,4.36
5316,2025-06-13 10:38,5316,2025-06-13 10:38,4.49
5317,2025-06-13 10:38,5317,2025-06-13 10:38,1.22
5318,2025-06-13 10:38,5318,2025-06-13 10:38,2.11
5319,2025-06-13 10:39,5319,2025-06-13 10:39,1.21
5320,2025-06-13 10:40,5320,2025-06-13 10:40,2.65
5321,2025-06-13 10:40,5321,2025-06-13 10:40,1.9
5322,2025-06-13 10:40,5322,2025-06-13 10:40,2.98
5323,2025-06-13 10:41,5323,2025-06-13 10:41,3.72
5324,2025-06-13 10:41,5324,2025-06-13 10:41,4.83
5325,2025-06-13 10:42,5325,2025-06-13 10:42,1.8
5326,2025-06-13 10:42,5326,2025-06-13 10:42,2.87
5327,2025-06-13 10:42,5327,2025-06-13 10:42,4.33
5328,2025-06-13 10:44,5328,2025-06-13 10:44,4.08
5329,2025-06-13 10:45,5329,2025-06-13 10:45,1.76
5330,2025-06-13 10:45,5330,2025-06-13 10:45,3.56
5331,2025-06-13 10:45,5331,2025-06-13 10:45,3.31
5332,2025-06-13 10:46,5332,2025-06-13 10:46,4.62
5333,2025-06-13 10:46,5333,2025-06-13 10:46,3.57
5334,2025-06-13 10:47,5334,2025-06-13 10:47,4.99
5335,2025-06-13 10:47,5335,2025-06-13 10:47,2.53
5336,2025-06-13 10:47,5336,2025-06-13 10:47,3.76
5337,2025-06-13 10:48,5337,2025-06-13 10:48,3.22
5338,2025-06-13 10:48,5338,2025-06-13 10:48,4.46
5339,2025-06-13 10:48,5339,2025-06-13 10:48,2.88
5340,2025-06-13 10:49,5340,2025-06-13 10:49,3.22
5341,2025-06-13 10:49,5341,2025-06-13 10:49,2.75
5342,2025-06-13 10:50,5342,2025-06-13 10:50,2.54
5343,2025-06-13 10:50,5343,2025-06-13 10:50,2.2
5344,2025-06-13 10:52,5344,2025-06-13 10:52,3.77
5345,2025-06-13 10:52,5345,2025-06-13 10:52,2.63
5346,2025-06-13 10:52,5346,2025-06-13 10:52,3.57
5347,2025-06-13 10:53,5347,2025-06-13 10:53,1.74
5348,2025-06-13 10:53,5348,2025-06-13 10:53,2.46
5349,2025-06-13 10:54,5349,2025-06-13 10:54,1.63
5350,2025-06-13 10:54,5350,2025-06-13 10:54,3.82
5351,2025-06-13 10:54,5351,2025-06-13 10:54,3.69
5352,2025-06-13 10:55,5352,2025-06-13 10:55,4.06
5353,2025-06-13 10:56,5353,2025-06-13 10:56,1.07
5354,2025-06-13 10:56,5354,2025-06-13 10:56,3.66
5355,2025-06-13 10:56,5355,2025-06-13 10:56,4.08
5356,2025-06-13 10:58,5356,2025-06-13 10:58,3.22
5357,2025-06-13 10:59,5357,2025-06-13 10:59,3.91
5358,2025-06-13 10:59,5358,2025-06-13 10:59,2.96
5359,2025-06-13 10:59,5359,2025-06-13 10:59,2.75
5360,2025-06-13 11:00,5360,2025-06-13 11:00,2.62
5361,2025-06-13 11:00,5361,2025-06-13 11:00,1.73
5362,2025-06-13 11:00,5362,2025-06-13 11:00,3.01
5363,2025-06-13 11:01,5363,2025-06-13 11:01,3.47
5364,2025-06-13 11:02,5364,2025-06-13 11:02,1.51
5365,2025-06-13 11:02,5365,2025-06-13 11:02,4.33
5366,2025-06-13 11:02,5366,2025-06-13 11:02,2.38
5367,2025-06-13 11:03,5367,2025-06-13 11:03,4.24
5368,2025-06-13 11:03,5368,2025-06-13 11:03,4.3
5369,2025-06-13 11:03,5369,2025-06-13 11:03,3.75
5370,2025-06-13 11:04,5370,2025-06-13 11:04,3.52
5371,2025-06-13 11:04,5371,2025-06-13 11:04,1.07
5372,2025-06-13 11:04,5372,2025-06-13 11:04,1.14
5373,2025-06-13 11:06,5373,2025-06-13 11:06,1.5
5374,2025-06-13 11:07,5374,2025-06-13 11:07,2.5
5375,2025-06-13 11:07,5375,2025-06-13 11:07,4.2
5376,2025-06-13 11:09,5376,2025-06-13 11:09,2.09
5377,2025-06-13 11:09,5377,2025-06-13 11:09,4.78
5378,2025-06-13 11:09,5378,2025-06-13 11:09,4.35
5379,2025-06-13 11:10,5379,2025-06-13 11:10,4.44
5380,2025-06-13 11:10,5380,2025-06-13 11:10,1.23
5381,2025-06-13 11:11,5381,2025-06-13 11:11,2.03
5382,2025-06-13 11:13,5382,2025-06-13 11:13,2.68
5383,2025-06-13 11:13,5383,2025-06-13 11:13,4.32
5384,2025-06-13 11:14,5384,2025-06-13 11:14,2.57
5385,2025-06-13 11:14,5385,2025-06-13 11:14,4.5
5386,2025-06-13 11:14,5386,2025-06-13 11:14,2.88
5387,2025-06-13 11:15,5387,2025-06-13 11:15,1.48
5388,2025-06-13 11:15,5388,2025-06-13 11:15,2.27
5389,2025-06-13 11:16,5389,2025-06-13 11:16,4.9
5390,2025-06-13 11:17,5390,2025-06-13 11:17,1.1
5391,2025-06-13 11:17,5391,2025-06-13 11:17,4.02
5392,2025-06-13 11:17,5392,2025-06-13 11:17,1.4
5393,2025-06-13 11:18,5393,2025-06-13 11:18,1.78
5394,2025-06-13 11:18,5394,2025-06-13 11:18,2.68
5395,2025-06-13 11:18,5395,2025-06-13 11:18,1.29
5396,2025-06-13 11:19,5396,2025-06-13 11:19,1.78
5397,2025-06-13 11:20,5397,2025-06-13 11:20,2.68
5398,2025-06-13 11:21,5398,2025-06-13 11:21,4.74
5399,2025-06-13 11:21,5399,2025-06-13 11:21,1.83
5400,2025-06-13 11:22,5400,2025-06-13 11:22,3.3
5401,2025-06-13 11:22,5401,2025-06-13 11:22,3.1
5402,2025-06-13 11:22,5402,2025-06-13 11:22,3.04
5403,2025-06-13 11:23,5403,2025-06-13 11:23,2.86
5404,2025-06-13 11:23,5404,2025-06-13 11:23,3.88
5405,2025-06-13 11:23,5405,2025-06-13 11:23,2.01
5406,2025-06-13 11:24,5406,2025-06-13 11:24,4.02
5407,2025-06-13 11:28,5407,2025-06-13 11:28,1.69
5408,2025-06-13 11:28,5408,2025-06-13 11:28,4.09
5409,2025-06-13 11:28,5409,2025-06-13 11:28,1.91
5410,2025-06-13 11:29,5410,2025-06-13 11:29,1.86
5411,2025-06-13 11:29,5411,2025-06-13 11:29,1.83
5412,2025-06-13 11:30,5412,2025-06-13 11:30,3.51
5413,2025-06-13 11:32,5413,2025-06-13 11:32,3.58
5414,2025-06-13 11:32,5414,2025-06-13 11:32,4.25
5415,2025-06-13 11:32,5415,2025-06-13 11:32,3.53
5416,2025-06-13 11:33,5416,2025-06-13 11:33,2.96
5417,2025-06-13 11:33,5417,2025-06-13 11:33,3.22
5418,2025-06-13 11:33,5418,2025-06-13 11:33,1.18
5419,2025-06-13 11:34,5419,2025-06-13 11:34,1.63
5420,2025-06-13 11:34,5420,2025-06-13 11:34,3.59
5421,2025-06-13 11:34,5421,2025-06-13 11:34,3.5
5422,2025-06-13 11:35,5422,2025-06-13 11:35,1.4
5423,2025-06-13 11:35,5423,2025-06-13 11:35,2.25
5424,2025-06-13 11:36,5424,2025-06-13 11:36,2.14
5425,2025-06-13 11:36,5425,2025-06-13 11:36,2.56
5426,2025-06-13 11:37,5426,2025-06-13 11:37,2.03
5427,2025-06-13 11:38,5427,2025-06-13 11:38,4.57
5428,2025-06-13 11:38,5428,2025-06-13 11:38,1.5
5429,2025-06-13 11:38,5429,2025-06-13 11:38,3.77
5430,2025-06-13 11:39,5430,2025-06-13 11:39,4.02
5431,2025-06-13 11:39,5431,2025-06-13 11:39,3.43
5432,2025-06-13 11:39,5432,2025-06-13 11:39,2.2
5433,2025-06-13 11:40,5433,2025-06-13 11:40,2.45
5434,2025-06-13 11:40,5434,2025-06-13 11:40,2.59
5435,2025-06-13 11:41,5435,2025-06-13 11:41,4.79
5436,2025-06-13 11:41,5436,2025-06-13 11:41,1.48
5437,2025-06-13 11:41,5437,2025-06-13 11:41,2.61
5438,2025-06-13 11:42,5438,2025-06-13 11:42,2.01
5439,2025-06-13 11:42,5439,2025-06-13 11:42,4.72
5440,2025-06-13 11:42,5440,2025-06-13 11:42,1.07
5441,2025-06-13 11:43,5441,2025-06-13 11:43,2.93
5442,2025-06-13 11:43,5442,2025-06-13 11:43,3.99
5443,2025-06-13 11:44,5443,2025-06-13 11:44,1.47
5444,2025-06-13 11:44,5444,2025-06-13 11:44,3.77
5445,2025-06-13 11:44,5445,2025-06-13 11:44,2.13
5446,2025-06-13 11:45,5446,2025-06-13 11:45,3.95
5447,2025-06-13 11:46,5447,2025-06-13 11:46,3.33
5448,2025-06-13 11:47,5448,2025-06-13 11:47,2.67
5449,2025-06-13 11:47,5449,2025-06-13 11:47,1.37
5450,2025-06-13 11:47,5450,2025-06-13 11:47,1.9
5451,2025-06-13 11:48,5451,2025-06-13 11:48,4.79
5452,2025-06-13 11:48,5452,2025-06-13 11:48,4.83
5453,2025-06-13 11:49,5453,2025-06-13 11:49,2.92
5454,2025-06-13 11:49,5454,2025-06-13 11:49,1.19
5455,2025-06-13 11:49,5455,2025-06-13 11:49,2.9
5456,2025-06-13 11:50,5456,2025-06-13 11:50,3.45
5457,2025-06-13 11:51,5457,2025-06-13 11:51,4.84
5458,2025-06-13 11:51,5458,2025-06-13 11:51,1.81
5459,2025-06-13 11:52,5459,2025-06-13 11:52,2.97
5460,2025-06-13 11:52,5460,2025-06-13 11:52,3.25
5461,2025-06-13 11:53,5461,2025-06-13 11:53,2.0
5462,2025-06-13 11:53,5462,2025-06-13 11:53,2.51
5463,2025-06-13 11:53,5463,2025-06-13 11:53,4.67
5464,2025-06-13 11:55,5464,2025-06-13 11:55,1.96
5465,2025-06-13 11:56,5465,2025-06-13 11:56,2.56
5466,2025-06-13 11:56,5466,2025-06-13 11:56,1.09
5467,2025-06-13 11:56,5467,2025-06-13 11:56,1.81
5468,2025-06-13 11:58,5468,2025-06-13 11:58,4.17
5469,2025-06-13 11:58,5469,2025-06-13 11:58,4.3
5470,2025-06-13 11:58,5470,2025-06-13 11:58,3.32
5471,2025-06-13 11:59,5471,2025-06-13 11:59,2.01
5472,2025-06-13 11:59,5472,2025-06-13 11:59,1.9
5473,2025-06-13 12:00,5473,2025-06-13 12:00,1.52
5474,2025-06-13 12:00,5474,2025-06-13 12:00,3.25
5475,2025-06-13 12:01,5475,2025-06-13 12:01,2.88
5476,2025-06-13 12:02,5476,2025-06-13 12:02,1.68
5477,2025-06-13 12:03,5477,2025-06-13 12:03,3.08
5478,2025-06-13 12:04,5478,2025-06-13 12:04,4.59
5479,2025-06-13 12:04,5479,2025-06-13 12:04,2.16
5480,2025-06-13 12:05,5480,2025-06-13 12:05,2.37
5481,2025-06-13 12:05,5481,2025-06-13 12:05,3.31
5482,2025-06-13 12:05,5482,2025-06-13 12:05,1.01
5483,2025-06-13 12:06,5483,2025-06-13 12:06,1.81
5484,2025-06-13 12:07,5484,2025-06-13 12:07,1.94
5485,2025-06-13 12:07,5485,2025-06-13 12:07,2.23
5486,2025-06-13 12:07,5486,2025-06-13 12:07,3.62
5487,2025-06-13 12:08,5487,2025-06-13 12:08,3.89
5488,2025-06-13 12:08,5488,2025-06-13 12:08,4.3
5489,2025-06-13 12:08,5489,2025-06-13 12:08,4.79
5490,2025-06-13 12:10,5490,2025-06-13 12:10,3.66
5491,2025-06-13 12:11,5491,2025-06-13 12:11,3.8
5492,2025-06-13 12:11,5492,2025-06-13 12:11,1.92
5493,2025-06-13 12:11,5493,2025-06-13 12:11,2.55
5494,2025-06-13 12:12,5494,2025-06-13 12:12,3.83
5495,2025-06-13 12:12,5495,2025-06-13 12:12,2.37
5496,2025-06-13 12:13,5496,2025-06-13 12:13,1.03
5497,2025-06-13 12:13,5497,2025-06-13 12:13,2.57
5498,2025-06-13 12:14,5498,2025-06-13 12:14,3.95
5499,2025-06-13 12:14,5499,2025-06-13 12:14,3.73
5500,2025-06-13 12:15,5500,2025-06-13 12:15,4.33
5501,2025-06-13 12:16,5501,2025-06-13 12:16,4.86
5502,2025-06-13 12:16,5502,2025-06-13 12:16,4.0
5503,2025-06-13 12:16,5503,2025-06-13 12:16,4.53
5504,2025-06-13 12:17,5504,2025-06-13 12:17,2.42
5505,2025-06-13 12:17,5505,2025-06-13 12:17,2.35
5506,2025-06-13 12:17,5506,2025-06-13 12:17,2.87
5507,2025-06-13 12:18,5507,2025-06-13 12:18,3.84
5508,2025-06-13 12:19,5508,2025-06-13 12:19,1.83
5509,2025-06-13 12:19,5509,2025-06-13 12:19,3.91
5510,2025-06-13 12:22,5510,2025-06-13 12:22,3.19
5511,2025-06-13 12:22,5511,2025-06-13 12:22,1.42
5512,2025-06-13 12:23,5512,2025-06-13 12:23,1.59
5513,2025-06-13 12:23,5513,2025-06-13 12:23,4.94
5514,2025-06-13 12:25,5514,2025-06-13 12:25,3.72
5515,2025-06-13 12:25,5515,2025-06-13 12:25,4.79
5516,2025-06-13 12:26,5516,2025-06-13 12:26,3.98
5517,2025-06-13 12:27,5517,2025-06-13 12:27,3.58
5518,2025-06-13 12:28,5518,2025-06-13 12:28,3.49
5519,2025-06-13 12:29,5519,2025-06-13 12:29,4.54
5520,2025-06-13 12:29,5520,2025-06-13 12:29,4.38
5521,2025-06-13 12:30,5521,2025-06-13 12:30,4.04
5522,2025-06-13 12:31,5522,2025-06-13 12:31,1.59
5523,2025-06-13 12:31,5523,2025-06-13 12:31,4.63
5524,2025-06-13 12:32,5524,2025-06-13 12:32,2.67
5525,2025-06-13 12:32,5525,2025-06-13 12:32,2.66
5526,2025-06-13 12:33,5526,2025-06-13 12:33,3.96
5527,2025-06-13 12:35,5527,2025-06-13 12:35,1.83
5528,2025-06-13 12:35,5528,2025-06-13 12:35,4.05
5529,2025-06-13 12:35,5529,2025-06-13 12:35,4.66
5530,2025-06-13 12:36,5530,2025-06-13 12:36,3.04
5531,2025-06-13 12:36,5531,2025-06-13 12:36,2.63
5532,2025-06-13 12:36,5532,2025-06-13 12:36,2.12
5533,2025-06-13 12:37,5533,2025-06-13 12:37,2.42
5534,2025-06-13 12:38,5534,2025-06-13 12:38,2.1
5535,2025-06-13 12:38,5535,2025-06-13 12:38,2.6
5536,2025-06-13 12:38,5536,2025-06-13 12:38,4.34
5537,2025-06-13 12:39,5537,2025-06-13 12:39,3.49
5538,2025-06-13 12:40,5538,2025-06-13 12:40,4.63
5539,2025-06-13 12:40,5539,2025-06-13 12:40,3.48
5540,2025-06-13 12:41,5540,2025-06-13 12:41,1.02
5541,2025-06-13 12:42,5541,2025-06-13 12:42,3.64
5542,2025-06-13 12:43,5542,2025-06-13 12:43,3.24
5543,2025-06-13 12:44,5543,2025-06-13 12:44,4.06
5544,2025-06-13 12:44,5544,2025-06-13 12:44,1.87
5545,2025-06-13 12:44,5545,2025-06-13 12:44,1.54
5546,2025-06-13 12:45,5546,2025-06-13 12:45,1.96
5547,2025-06-13 12:45,5547,2025-06-13 12:45,3.87
5548,2025-06-13 12:45,5548,2025-06-13 12:45,2.26
5549,2025-06-13 12:47,5549,2025-06-13 12:47,3.9
5550,2025-06-13 12:48,5550,2025-06-13 12:48,1.53
5551,2025-06-13 12:48,5551,2025-06-13 12:48,4.83
5552,2025-06-13 12:49,5552,2025-06-13 12:49,4.55
5553,2025-06-13 12:49,5553,2025-06-13 12:49,3.0
5554,2025-06-13 12:50,5554,2025-06-13 12:50,1.87
5555,2025-06-13 12:50,5555,2025-06-13 12:50,2.02
5556,2025-06-13 12:51,5556,2025-06-13 12:51,1.02
5557,2025-06-13 12:52,5557,2025-06-13 12:52,1.07
5558,2025-06-13 12:54,5558,2025-06-13 12:54,3.7
5559,2025-06-13 12:54,5559,2025-06-13 12:54,3.66
5560,2025-06-13 12:55,5560,2025-06-13 12:55,1.91
5561,2025-06-13 12:55,5561,2025-06-13 12:55,3.51
5562,2025-06-13 12:56,5562,2025-06-13 12:56,2.47
5563,2025-06-13 12:56,5563,2025-06-13 12:56,3.66
5564,2025-06-13 12:57,5564,2025-06-13 12:57,2.12
5565,2025-06-13 12:58,5565,2025-06-13 12:58,4.14
5566,2025-06-13 12:58,5566,2025-06-13 12:58,1.17
5567,2025-06-13 12:58,5567,2025-06-13 12:58,1.6
5568,2025-06-13 12:59,5568,2025-06-13 12:59,3.21
5569,2025-06-13 12:59,5569,2025-06-13 12:59,2.39
5570,2025-06-13 13:01,5570,2025-06-13 13:01,2.65
5571,2025-06-13 13:04,5571,2025-06-13 13:04,1.99
5572,2025-06-13 13:04,5572,2025-06-13 13:04,4.25
5573,2025-06-13 13:06,5573,2025-06-13 13:06,2.08
5574,2025-06-13 13:08,5574,2025-06-13 13:08,4.62
5575,2025-06-13 13:08,5575,2025-06-13 13:08,4.2
5576,2025-06-13 13:08,5576,2025-06-13 13:08,2.19
5577,2025-06-13 13:09,5577,2025-06-13 13:09,2.49
5578,2025-06-13 13:09,5578,2025-06-13 13:09,3.11
5579,2025-06-13 13:10,5579,2025-06-13 13:10,1.52
5580,2025-06-13 13:10,5580,2025-06-13 13:10,1.89
5581,2025-06-13 13:11,5581,2025-06-13 13:11,3.66
5582,2025-06-13 13:12,5582,2025-06-13 13:12,1.67
5583,2025-06-13 13:12,5583,2025-06-13 13:12,1.78
5584,2025-06-13 13:13,5584,2025-06-13 13:13,4.27
5585,2025-06-13 13:14,5585,2025-06-13 13:14,1.11
5586,2025-06-13 13:16,5586,2025-06-13 13:16,1.63
5587,2025-06-13 13:16,5587,2025-06-13 13:16,1.39
5588,2025-06-13 13:16,5588,2025-06-13 13:16,1.49
5589,2025-06-13 13:17,5589,2025-06-13 13:17,3.18
5590,2025-06-13 13:18,5590,2025-06-13 13:18,4.78
5591,2025-06-13 13:18,5591,2025-06-13 13:18,4.32
5592,2025-06-13 13:19,5592,2025-06-13 13:19,4.83
5593,2025-06-13 13:19,5593,2025-06-13 13:19,4.24
5594,2025-06-13 13:20,5594,2025-06-13 13:20,2.51
5595,2025-06-13 13:20,5595,2025-06-13 13:20,2.08
5596,2025-06-13 13:20,5596,2025-06-13 13:20,3.71
5597,2025-06-13 13:21,5597,2025-06-13 13:21,2.17
5598,2025-06-13 13:21,5598,2025-06-13 13:21,1.15
5599,2025-06-13 13:21,5599,2025-06-13 13:21,2.6
5600,2025-06-13 13:23,5600,2025-06-13 13:23,1.93
5601,2025-06-13 13:23,5601,2025-06-13 13:23,1.9
5602,2025-06-13 13:23,5602,2025-06-13 13:23,4.61
5603,2025-06-13 13:24,5603,2025-06-13 13:24,3.79
5604,2025-06-13 13:24,5604,2025-06-13 13:24,3.93
5605,2025-06-13 13:24,5605,2025-06-13 13:24,4.06
5606,2025-06-13 13:25,5606,2025-06-13 13:25,1.97
5607,2025-06-13 13:25,5607,2025-06-13 13:25,2.27
5608,2025-06-13 13:26,5608,2025-06-13 13:26,1.07
5609,2025-06-13 13:26,5609,2025-06-13 13:26,2.38
5610,2025-06-13 13:26,5610,2025-06-13 13:26,3.07
5611,2025-06-13 13:27,5611,2025-06-13 13:27,3.66
5612,2025-06-13 13:28,5612,2025-06-13 13:28,2.5
5613,2025-06-13 13:28,5613,2025-06-13 13:28,1.17
5614,2025-06-13 13:29,5614,2025-06-13 13:29,2.87
5615,2025-06-13 13:29,5615,2025-06-13 13:29,1.93
5616,2025-06-13 13:30,5616,2025-06-13 13:30,2.11
5617,2025-06-13 13:30,5617,2025-06-13 13:30,3.96
5618,2025-06-13 13:30,5618,2025-06-13 13:30,2.65
5619,2025-06-13 13:32,5619,2025-06-13 13:32,1.51
5620,2025-06-13 13:32,5620,2025-06-13 13:32,3.89
5621,2025-06-13 13:33,5621,2025-06-13 13:33,2.76
5622,2025-06-13 13:33,5622,2025-06-13 13:33,2.08
5623,2025-06-13 13:33,5623,2025-06-13 13:33,2.95
5624,2025-06-13 13:34,5624,2025-06-13 13:34,4.3
5625,2025-06-13 13:35,5625,2025-06-13 13:35,2.47
5626,2025-06-13 13:35,5626,2025-06-13 13:35,2.31
5627,2025-06-13 13:36,5627,2025-06-13 13:36,2.51
5628,2025-06-13 13:36,5628,2025-06-13 13:36,3.79
5629,2025-06-13 13:37,5629,2025-06-13 13:37,3.44
5630,2025-06-13 13:37,5630,2025-06-13 13:37,1.79
5631,2025-06-13 13:37,5631,2025-06-13 13:37,3.63
5632,2025-06-13 13:38,5632,2025-06-13 13:38,2.6
5633,2025-06-13 13:39,5633,2025-06-13 13:39,1.81
5634,2025-06-13 13:40,5634,2025-06-13 13:40,4.15
5635,2025-06-13 13:40,5635,2025-06-13 13:40,3.23
5636,2025-06-13 13:40,5636,2025-06-13 13:40,3.82
5637,2025-06-13 13:41,5637,2025-06-13 13:41,3.41
5638,2025-06-13 13:41,5638,2025-06-13 13:41,1.72
5639,2025-06-13 13:42,5639,2025-06-13 13:42,1.97
5640,2025-06-13 13:42,5640,2025-06-13 13:42,2.18
5641,2025-06-13 13:42,5641,2025-06-13 13:42,1.25
5642,2025-06-13 13:44,5642,2025-06-13 13:44,1.3
5643,2025-06-13 13:44,5643,2025-06-13 13:44,3.82
5644,2025-06-13 13:44,5644,2025-06-13 13:44,1.51
5645,2025-06-13 13:45,5645,2025-06-13 13:45,4.55
5646,2025-06-13 13:46,5646,2025-06-13 13:46,4.67
5647,2025-06-13 13:47,5647,2025-06-13 13:47,3.48
5648,2025-06-13 13:47,5648,2025-06-13 13:47,1.36
5649,2025-06-13 13:47,5649,2025-06-13 13:47,4.44
5650,2025-06-13 13:48,5650,2025-06-13 13:48,3.39
5651,2025-06-13 13:48,5651,2025-06-13 13:48,1.81
5652,2025-06-13 13:48,5652,2025-06-13 13:48,1.1
5653,2025-06-13 13:49,5653,2025-06-13 13:49,1.08
5654,2025-06-13 13:51,5654,2025-06-13 13:51,1.31
5655,2025-06-13 13:52,5655,2025-06-13 13:52,3.27
5656,2025-06-13 13:52,5656,2025-06-13 13:52,3.98
5657,2025-06-13 13:52,5657,2025-06-13 13:52,2.0
5658,2025-06-13 13:53,5658,2025-06-13 13:53,4.76
5659,2025-06-13 13:53,5659,2025-06-13 13:53,1.61
5660,2025-06-13 13:54,5660,2025-06-13 13:54,1.35
5661,2025-06-13 13:54,5661,2025-06-13 13:54,4.16
5662,2025-06-13 13:54,5662,2025-06-13 13:54,3.1
5663,2025-06-13 13:55,5663,2025-06-13 13:55,3.28
5664,2025-06-13 13:55,5664,2025-06-13 13:55,2.01
5665,2025-06-13 13:56,5665,2025-06-13 13:56,4.28
5666,2025-06-13 13:59,5666,2025-06-13 13:59,4.62
5667,2025-06-13 14:00,5667,2025-06-13 14:00,3.76
5668,2025-06-13 14:00,5668,2025-06-13 14:00,2.26
5669,2025-06-13 14:02,5669,2025-06-13 14:02,3.42
5670,2025-06-13 14:02,5670,2025-06-13 14:02,4.18
5671,2025-06-13 14:03,5671,2025-06-13 14:03,1.84
5672,2025-06-13 14:03,5672,2025-06-13 14:03,2.53
5673,2025-06-13 14:04,5673,2025-06-13 14:04,3.97
5674,2025-06-13 14:04,5674,2025-06-13 14:04,4.69
5675,2025-06-13 14:04,5675,2025-06-13 14:04,1.87
5676,2025-06-13 14:06,5676,2025-06-13 14:06,4.58
5677,2025-06-13 14:06,5677,2025-06-13 14:06,2.54
5678,2025-06-13 14:07,5678,2025-06-13 14:07,2.69
5679,2025-06-13 14:07,5679,2025-06-13 14:07,1.48
5680,2025-06-13 14:07,5680,2025-06-13 14:07,4.32
5681,2025-06-13 14:08,5681,2025-06-13 14:08,1.44
5682,2025-06-13 14:08,5682,2025-06-13 14:08,4.26
5683,2025-06-13 14:08,5683,2025-06-13 14:08,3.39
5684,2025-06-13 14:09,5684,2025-06-13 14:09,3.53
5685,2025-06-13 14:10,5685,2025-06-13 14:10,2.04
5686,2025-06-13 14:10,5686,2025-06-13 14:10,2.39
5687,2025-06-13 14:11,5687,2025-06-13 14:11,4.86
5688,2025-06-13 14:11,5688,2025-06-13 14:11,3.0
5689,2025-06-13 14:13,5689,2025-06-13 14:13,4.94
5690,2025-06-13 14:13,5690,2025-06-13 14:13,4.84
5691,2025-06-13 14:13,5691,2025-06-13 14:13,3.95
5692,2025-06-13 14:14,5692,2025-06-13 14:14,1.71
5693,2025-06-13 14:15,5693,2025-06-13 14:15,4.99
5694,2025-06-13 14:15,5694,2025-06-13 14:15,3.26
5695,2025-06-13 14:15,5695,2025-06-13 14:15,2.92
5696,2025-06-13 14:16,5696,2025-06-13 14:16,3.32
5697,2025-06-13 14:16,5697,2025-06-13 14:16,4.27
5698,2025-06-13 14:16,5698,2025-06-13 14:16,1.75
5699,2025-06-13 14:17,5699,2025-06-13 14:17,2.13
5700,2025-06-13 14:17,5700,2025-06-13 14:17,1.63
5701,2025-06-13 14:17,5701,2025-06-13 14:17,1.05
5702,2025-06-13 14:18,5702,2025-06-13 14:18,3.3
5703,2025-06-13 14:18,5703,2025-06-13 14:18,1.06
5704,2025-06-13 14:18,5704,2025-06-13 14:18,2.89
5705,2025-06-13 14:19,5705,2025-06-13 14:19,4.32
5706,2025-06-13 14:20,5706,2025-06-13 14:20,2.5
5707,2025-06-13 14:20,5707,2025-06-13 14:20,4.65
5708,2025-06-13 14:21,5708,2025-06-13 14:21,3.61
5709,2025-06-13 14:22,5709,2025-06-13 14:22,1.85
